MarkerID,Marker No.,Title,Subtitle,Add'l Subtitle,Year Erected,Erected By,Latitude (minus=S),Longitude (minus=W),Street Address,City or Town,County or Parish,State or Prov.,Location,Missing,Link
511,,"The Dwight D. Eisenhower Highway",,,,"the American Traffic Safety Services Association and the Road Information Program",40.09175,-80.53591,,"Valley Grove","Ohio County",West Virginia,"Marker can be reached from West Virginia Welcome Center (Interstate 70) west of the Pennsylvania state line, on the right when traveling west. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=511
512,,"The National Pike",,,"1965","West Virginia Historic Commission",40.05571,-80.66932,,"Elm Grove","Ohio County",West Virginia,"Marker is on National Road (U.S. 40) east of Wheeling Park Drive, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=512
513,,"McColloch’s Leap",,,"1917","The Society of the Daughters of the Revolution in West Virginia",40.07993,-80.72252,,"Wheeling","Ohio County",West Virginia,"Marker is on National Road (U.S. 40) east of Stone Boulevard, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=513
518,,"Ray’s Arithmetic",,,,"West Virginia Archives and History",40.10372,-80.54875,,"Valley Grove","Ohio County",West Virginia,"Marker is on National Pike (U.S. 40) near County Route 45, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=518
534,,"Wheeling",,,,,40.07167,-80.72482,,"Wheeling","Ohio County",West Virginia,"Marker is at the intersection of Main Street (U.S. Route 40) (West Virginia Route 2) and Interstate 70, on the right when traveling south on Main Street (U.S. Route 40). ",,http://www.hmdb.org/m.asp?m=534
535,,"Wheeling Suspension Bridge",,,"1971","the West Virginia Department of Archives and History",40.07040,-80.72459,,"Wheeling","Ohio County",West Virginia,"Marker is at the intersection of Main Street (U.S. 40) and 10th Street (U.S. 40), on the right when traveling south on Main Street. ",,http://www.hmdb.org/m.asp?m=535
561,,"Wheeling Suspension Bridge - 1849","Historic National Road",,,,40.07037,-80.72500,,"Wheeling","Ohio County",West Virginia,"Marker is on 10th Street west of Main Street (U.S. 40), on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=561
729,,"State’s Birthplace",,,,,40.05584,-80.66933,,"Elm Grove","Ohio County",West Virginia,"Marker is on National Road (U.S. 40) east of Wheeling Park Drive, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=729
749,,"Forks of Wheeling Creek",,,"1970","West Virginia Department of Archives and History",40.04313,-80.65935,,"Elm Grove","Ohio County",West Virginia,"Marker is on Wheeling and Elm Glove Boulevard (U.S. 88) west of National Road (U.S. 40), on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=749
750,,"“Monument Place”",,,"1974","West Virginia Department of Archives and History",40.04318,-80.65884,,"Elm Grove","Ohio County",West Virginia,"Marker is at the intersection of Wheeling and Elm Grove Boulevard (West Virginia Route 88) and National Road (U.S. 40), on the left when traveling west on Wheeling and Elm Grove Boulevard. ",,http://www.hmdb.org/m.asp?m=750
983,,"Boydville",,,,,39.45117,-77.96561,"601 S. Queen St.","Martinsburg","Berkeley County",West Virginia,"Marker is on South Queen Street (West Virginia Route 45) north of Buxton Street, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=983
990,,"Hedgesville",,,,,39.55278,-77.99389,,"Hedgesville","Berkeley County",West Virginia,"Marker is on Hedgesville Road (West Virginia Route 9) near Mt. Zion Street, on the right. ",,http://www.hmdb.org/m.asp?m=990
1021,,"Levi Morgan",,,"1902","the Commission; Hon. A.B. White, Gov., Hon. Aaron Morgan, Hon. Anthony Smith, Hon. Samuel Rainheimer, Hon. W.G. Wilson, Hon. Jasper S. Kyle.",39.64029,-80.86587,,"New Martinsville","Wetzel County",West Virginia,"Marker is at the intersection of Main Street and Washington Street, on the right when traveling south on Main Street. ",,http://www.hmdb.org/m.asp?m=1021
1031,,"Border Heroine",,,"2004","West Virginia Celebration 2000 and the West Virginia Division of Archives and History",39.71290,-80.11770,,"Pentress","Monongalia County",West Virginia,"Marker is at the intersection of Mason-Dixon Highway (West Virginia Route 7) and Buckeye Road (County Route 39) on Mason-Dixon Highway. ",,http://www.hmdb.org/m.asp?m=1031
1041,,"Hundred",,,,,39.68333,-80.45840,,"Hundred","Wetzel County",West Virginia,"Marker is at the intersection of Main Street (U.S. 250) and Pennsylvania Avenue (West Virginia Route 69), on the left when traveling south on Main Street. ",,http://www.hmdb.org/m.asp?m=1041
1112,,"Morgan County / Berkeley County",,,"1978","West Virginia Department of Culture and History",39.59699,-78.06720,"11107 Hedgesville Rd","Hedgesville","Berkeley County",West Virginia,"Marker is on Martinsburg Road or Hedgesville Road (West Virginia Route 9) west of Rustic Tavern Road, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=1112
1169,,"Col. Morgan Morgan",,,"1926","Col. Morgan Morgan Commission",39.33525,-78.05307,"9641 Winchester Ave","Bunker Hill","Berkeley County",West Virginia,"Marker is on Winchester Pike (U.S. 11) just north of Old Mill Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=1169
1176,,"Morgan Morgan",,,"1966","West Virginia Historic Commission",39.33524,-78.05310,,"Bunker Hill","Berkeley County",West Virginia,"Marker is on Winchester Pike (U.S. 11) north of Old Mill Road, on the right when traveling north. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=1176
1197,,"Roundhouses and Shops / Railroad Strike of 1877",,,"1978","West Virginia Department of Culture and History",39.45820,-77.96070,,"Martinsburg","Berkeley County",West Virginia,"Marker is on East Martin Street near White Avenue. ",,http://www.hmdb.org/m.asp?m=1197
1199,,"Baltimore and Ohio Railroad Shop Complex",,,"2006","American Society of Civil Engineers",39.45980,-77.96130,,"Martinsburg","Berkeley County",West Virginia,"Marker is on East Race Street east of North Spring Street, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=1199
1210,,"J. R. Clifford",,,"2003","West Virginia Celebration 2000 and the West Virginia Division of Archives and History.",39.45972,-77.96889,"515 W Martin St.","Martinsburg","Berkeley County",West Virginia,"Marker is on West Martin Street west of Raleigh Street, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=1210
1211,,"Sumner-Ramer Memorial School","515 West Martin Street",,,,39.45972,-77.96889,"515 W Martin St.","Martinsburg","Berkeley County",West Virginia,"Marker is on West Martin Street west of Raleigh Street, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=1211
1212,,"“Oh Shenandoah, I Long to See You!”",,,"1990",,39.45752,-77.97130,,"Martinsburg","Berkeley County",West Virginia,"Marker is on West King Street east of Winchester Avenue (Business U.S. 11), on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=1212
1256,,"World War Memorial",,,"1925","The Berkeley County Memorial Association",39.45690,-77.96690,,"Martinsburg","Berkeley County",West Virginia,"Memorial is on West King Street (U.S. 11) west of South Maple Avenue, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=1256
1650,,"Charles Town",,,,,39.28890,-77.86000,"101 Washington Street","Charles Town","Jefferson County",West Virginia,"Marker is at the intersection of Washington Street (U.S. 340) and South George Street (Route 151), on the left when traveling west on Washington Street. ",,http://www.hmdb.org/m.asp?m=1650
1742,,"Jefferson County Courthouse","Where John Brown Was Tried","Visitors are Welcome.",,,39.28920,-77.85980,,"Charles Town","Jefferson County",West Virginia,"Marker is at the intersection of North George Street and East Washington Street (U.S. 340), on the right when traveling north on North George Street. ",,http://www.hmdb.org/m.asp?m=1742
1746,,"“The Bower”",,,"1963","West Virginia Historic Commission",39.35644,-77.92585,"12082 Leetown Rd","Kearneysville","Jefferson County",West Virginia,"Marker is at the intersection of Leetown Road and Paynes Ford Road, on the left when traveling north on Leetown Road. ",,http://www.hmdb.org/m.asp?m=1746
1783,,"West Virginia / Virginia",,,"1966","West Virginia Historic Commission",39.19149,-77.91941,,"Charles Town","Jefferson County",West Virginia,"Marker is on Lord Fairfax Parkway (U.S. 340), on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=1783
1821,,"Elizabeth Kee",,,"2005","West Virginia Division of Archives and History",37.26711,-81.22183,"601 Federal Street","Bluefield","Mercer County",West Virginia,"Marker is on Federal Street (U.S. 52). ",,http://www.hmdb.org/m.asp?m=1821
1822,,"Elizabeth Simpson Drewry",,,"2005","West Virginia Division of Archives and History",37.41626,-81.43627,,"Northfork","McDowell County",West Virginia,"Marker is at the intersection of U.S. 52 and Steam Engine Drive (Local Route 52/19), on the right when traveling north on U.S. 52. ",,http://www.hmdb.org/m.asp?m=1822
1823,,"World War I Memorial",,,"2003","West Virginia Division of Archives and History",37.42501,-81.50624,,"Kimball","McDowell County",West Virginia,"Marker is on U.S. 52, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=1823
1830,,"Lewis’ Camp",,,"1975","West Virginia Division of Archives and History",37.46427,-81.81402,,"Iaeger","McDowell County",West Virginia,"Marker is on West Virginia Route 80, 0 miles south of U.S. 52, on the left when traveling north. ",,http://www.hmdb.org/m.asp?m=1830
1857,"MR 1","Bramwell",,,,"West Virginia Department of Culture and History",37.32316,-81.32805,,"Coopers","Mercer County",West Virginia,"Marker is on Pocahontas Avenue, 1.1 miles south of the Town of Bramwell, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=1857
1858,"MR 2","Mill Creek Coal & Coke Co.",,,,"West Virginia Department of Culture and History",37.32316,-81.32805,,"Coopers","Mercer County",West Virginia,"Marker is on Pocahontas Avenue, 1.1 miles south of Town of Bramwell, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=1858
1860,,"Bartley Mine Disaster",,,"1975","West Virginia Department of Archives and History",37.34211,-81.73897,,"Bartley","McDowell County",West Virginia,"Marker is at the intersection of West Virginia Route 83 and Bartley Hollow Road (Local Route 83/01), on the right when traveling west on State Route 83. ",,http://www.hmdb.org/m.asp?m=1860
1885,,"Richwood Hall",,,"1974","the West Virginia Department of Archives and History",39.29220,-77.92030,"1758 Earle Rd","Charles Town","Jefferson County",West Virginia,"Marker is on Earle Road (County Route 51/1) south of Middleway Pike (West Virginia Route 51), on the right when traveling south. ",,http://www.hmdb.org/m.asp?m=1885
1914,,"Harewood",,,"1932","the Jefferson County Historical Society of West Virginia",39.30361,-77.91722,"8740 Middleway Pike","Charles Town","Jefferson County",West Virginia,"Marker is on Middleway Pike (West Virginia Route 51) east of Earle Road (West Virginia Route 51/1). ",,http://www.hmdb.org/m.asp?m=1914
1936,,"In Honor of James Rumsey",,,,"State of West Virginia / Rumseyan Society",39.43286,-77.79872,,"Shepherdstown","Jefferson County",West Virginia,"Marker is on Rumsey Monument Road, on the right. ",,http://www.hmdb.org/m.asp?m=1936
1938,,"Shepherd State Teachers College",,,,"West Virginia Archives & History",39.43087,-77.80571,,"Shepherdstown","Jefferson County",West Virginia,"Marker is at the intersection of German Street (West Virginia Route 230) and King Street (West Virginia Route 480), on the right when traveling west on German Street. ",,http://www.hmdb.org/m.asp?m=1938
1939,,"Shepherdstown","<i>“The Whole Town was a Hospital”</i>","Antietam Campaign 1862",,"West Virginia Civil War Trails",39.43086,-77.80569,,"Shepherdstown","Jefferson County",West Virginia,"Marker is at the intersection of German Street (West Virginia Route 230) and King Street (West Virginia Route 480), on the right when traveling west on German Street. ",,http://www.hmdb.org/m.asp?m=1939
1947,,"Moulder Hall","Civil War Hospital Site",,,"Save Historic Antietam Foundation",39.43084,-77.80600,,"Shepherdstown","Jefferson County",West Virginia,"Marker is at the intersection of German Street (West Virginia Route 230) and North King Street (West Virginia Route 480), on the left when traveling west on German Street. ",,http://www.hmdb.org/m.asp?m=1947
1948,,"R.D. Shepherds Town Hall","Civil War Hospital Site",,,"Save Historic Antietam Foundation",39.43100,-77.80552,,"Shepherdstown","Jefferson County",West Virginia,"Marker is at the intersection of German Street (West Virginia Route 230) and North King Street (West Virginia Route 480), on the right when traveling west on German Street. ",,http://www.hmdb.org/m.asp?m=1948
1951,"B.F. 3","Boteler’s Ford Tablet B. F. 3","(September 20, 1862)",,,,39.42789,-77.77878,,"Shepherdstown","Jefferson County",West Virginia,"Marker is at the intersection of River Road (County Route 17/1) and Trough Road (County Route 31/1), on the left when traveling west on River Road. ",,http://www.hmdb.org/m.asp?m=1951
1955,,"A.P. Hill’s March","<i>“Not a moment too soon”</i>","Antietam Campaign 1862",,"West Virginia Civil War Trails",39.39606,-77.76426,"22 Bakerton Rd","Harpers Ferry","Jefferson County",West Virginia,"Marker is at the intersection of Bakerton Road and Knott Road (Route 31/2), on the right when traveling west on Bakerton Road. ",,http://www.hmdb.org/m.asp?m=1955
1957,,"1862 Antietam Campaign","Lee Invades Maryland",,,"West Virginia Civil War Trails",39.43086,-77.80569,"113 E German St","Shepherdstown","Jefferson County",West Virginia,"Marker is at the intersection of German Street (West Virginia Route 230) and King Street (West Virginia Route 480), on the right when traveling west on German Street. ",,http://www.hmdb.org/m.asp?m=1957
1959,"B.F. 2","Boteler’s Ford Tablet B. F. 2","(September 19, 1862)",,,,39.42789,-77.77875,"3125 Trough Rd","Shepherdstown","Jefferson County",West Virginia,"Marker is at the intersection of River Road (County Route 17/1) and Trough Road (Route 31/1), on the left when traveling west on River Road. ",Confirmed Missing,http://www.hmdb.org/m.asp?m=1959
1960,"B.F. 4","Barnes' Brigade",,,,,39.42848,-77.78089,,"Shepherdstown","Jefferson County",West Virginia,"Marker is on River Road (County Route 17/1) 0.1 miles west of Trough Road (County Route 31/1), on the left when traveling west. ",Confirmed Missing,http://www.hmdb.org/m.asp?m=1960
1961,"B.F. 5","118th Pennsylvania Infantry",,,,,39.42850,-77.78094,"4389 River Road","Shepherdstown","Jefferson County",West Virginia,"Marker is on River Road (County Route 17/1) 0.1 miles west of Trough Road (County Route 31/1), on the left when traveling west. ",Confirmed Missing,http://www.hmdb.org/m.asp?m=1961
1962,,"The Moler Family","of Jefferson County, West Virginia",,"2001",,39.36722,-77.74972,"47 Morning Calm Ln","Harpers Ferry","Jefferson County",West Virginia,"Marker is at the intersection of Bakerton Road and Morning Calm Lane on Bakerton Road. ",,http://www.hmdb.org/m.asp?m=1962
1973,,"Martinsburg",,,"1975","West Virginia Department of Archives and History",39.47139,-77.95490,"1316 Edwin Miller Blvd","Martinsburg","Berkeley County",West Virginia,"Marker is on Edwin Miller Boulevard (West Virginia Route 9) east of Interstate 81, on the left when traveling west. ",,http://www.hmdb.org/m.asp?m=1973
1975,,"Gettysburg Campaign","Invasion & Retreat",,,"Civil War Trails",39.32056,-78.07083,,"Bunker Hill","Berkeley County",West Virginia,"Marker is on the northbound Welcome Center and Rest Stop (Interstate 81) north of the state line, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=1975
1976,,"Martinsburg / Berkeley Riflemen",,,,,39.45687,-77.96680,,"Martinsburg","Berkeley County",West Virginia,"Marker is on King Street (U.S. 11) near North Maple Avenue, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=1976
1977,,"Old Federal Building","125 S. Maple Avenue","Completed 1895",,,39.45685,-77.96667,,"Martinsburg","Berkeley County",West Virginia,"Marker is on King Street (U.S. 11) near Maple Avenue, on the left when traveling east. ",,http://www.hmdb.org/m.asp?m=1977
2019,,"The James Rumsey Bridge",,,"1939",,39.43587,-77.80326,,"Shepherdstown","Jefferson County",West Virginia,"Marker is on North Duke Street / Shepherdstown Pike (West Virginia Route 480), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=2019
2026,,"Ruins of St. George’s Chapel",,,"1970","West Virginia Department of Archives and History",39.29320,-77.89300,"477 Fenway Dr","Charles Town","Jefferson County",West Virginia,"Marker is on Middleway Pike (West Virginia Route 51) east of North Ridge Drive. <font color=red> Reported missing.</font>",Reported Missing,http://www.hmdb.org/m.asp?m=2026
2027,,"Charles Town Post Office","Jefferson County Jail",,"1932","the Jefferson County Historical Society of West Virginia",39.28875,-77.86005,,"Charles Town","Jefferson County",West Virginia,"Marker is at the intersection of South George Street (West Virginia Route 115) and Washington Street (West Virginia Route 51), on the right when traveling south on South George Street. ",,http://www.hmdb.org/m.asp?m=2027
2028,,"New Central Restaurant",,,,,39.28915,-77.86010,,"Charles Town","Jefferson County",West Virginia,"Marker is at the intersection of North George Street (West Virginia Route 115) and Washington Street (West Virginia Route 51) on North George Street. ",,http://www.hmdb.org/m.asp?m=2028
2029,,"Colonel Charles Washington",,,"1925","the Bee Line Chapter, Daughters of the American Revolution of Charles Town",39.28944,-77.86000,,"Charles Town","Jefferson County",West Virginia,"Marker is on East Washington Street (West Virginia Route 51) near George Street (West Virginia Route 115). ",,http://www.hmdb.org/m.asp?m=2029
2030,,"The Right Reverend Ernest Eugene Baltimore","1912–1999",,"2003",,39.29530,-77.86045,,"Ranson","Jefferson County",West Virginia,"Marker is at the intersection of South Fairfax Boulevard (West Virginia Route 115) and Mildred Street and 4th Avenue, in the median on South Fairfax Boulevard. ",,http://www.hmdb.org/m.asp?m=2030
2101,,"Fort Pearsall 1754",,,,,39.34307,-78.76676,,"Romney","Hampshire County",West Virginia,"Marker can be reached from the intersection of West Main Street (U.S. 50) and School Street, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=2101
2149,,"Lewis and Clark",,,"2002","West Virginia Division of Archives and History",39.32352,-77.73022,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is on Potomac Street, on the left when traveling south. ",,http://www.hmdb.org/m.asp?m=2149
2378,,"Lewis and Clark",,,"2000","West Virginia Division of Archives and History",40.06556,-80.72376,,"Wheeling","Ohio County",West Virginia,"Marker is at the intersection of 14th Street and Main Street, on the right when traveling south on 14th Street. ",,http://www.hmdb.org/m.asp?m=2378
2579,"No. 1","Capture of Harpers Ferry","No. 1",,,"Antietam Battlefield Board",39.32291,-77.72907,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is on South Potomac Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=2579
2615,,"James Johnston Pettigrew Monument",,,"1918","The North Carolina Historical Commission and The North Carolina Division, United Daughters of the Confederacy",39.32700,-78.05700,,"Bunker Hill","Berkeley County",West Virginia,"Marker is on Winchester Pike (U.S. 11). <font color=red> Reported damaged.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=2615
2728,"No. 2","Capture of Harpers Ferry","No. 2",,,"Antietam Battlefield Board",39.32294,-77.72907,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is on South Potomac Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=2728
2914,"No. 3","Capture of Harpers Ferry","No. 3",,,"Antietam Battlefield Board",39.32296,-77.72907,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is on South Potomac Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=2914
2921,"No. 4","Capture of Harpers Ferry","No. 4",,,"Antietam Battlefield Board",39.32300,-77.72906,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is on South Potomac Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=2921
2922,"No. 5","Capture of Harpers Ferry","No. 5",,,"Antietam Battlefield Board",39.32302,-77.72906,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is on South Potomac Street, on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=2922
2935,,"Prize of War",,,,,39.32546,-77.73842,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is at the intersection of Washington Street (Business U.S. 340) and Gilmore Street, on the right when traveling west on Washington Street. ",,http://www.hmdb.org/m.asp?m=2935
2936,,"The Harpers Ferry Bandstand",,,,,39.32529,-77.73827,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is at the intersection of Washington Street (Business U.S. 340) and Gilmore Street, on the right when traveling east on Washington Street. ",,http://www.hmdb.org/m.asp?m=2936
2942,,"Stonewall Jackson's Headquarters",,,,,39.32586,-77.74782,"1167 Washington Street","Bolivar","Jefferson County",West Virginia,"Marker is on Washington Street (Business U.S. 340). ",,http://www.hmdb.org/m.asp?m=2942
2944,,"Union Skirmish Line",,,"2001","Division of West Virginia Archives and History",39.32531,-77.76642,,"Bolivar","Jefferson County",West Virginia,"Marker is on Bakerton Road, on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=2944
3449,,"Jefferson County / Berkeley County",,,"1974","West Virginia Department of Archives and History",39.31972,-77.98861,,"Bunker Hill","Jefferson County",West Virginia,"Marker is on Washington Heritage Trail (West Virginia Route 51) near the Opequon Creek Bridge, on the right when traveling east. <font color=red> Reported missing.</font>",Confirmed Missing,http://www.hmdb.org/m.asp?m=3449
3945,,"Fairfax Stone",,,"1964","West Virginia Historic Commission",39.18952,-79.51777,"24909 Seneca Trail","Thomas","Tucker County",West Virginia,"Marker is on Seneca Trail (U.S. 219) 0.2 miles south of Kempton Road (West Virginia Route 9), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=3945
3946,,"Fairfax Stone",,,"1957",,39.19450,-79.48717,,"Thomas","Tucker County",West Virginia,"Marker is at the intersection of Fairfax Road (West Virginia Route 9) and Seneca Trail (U.S. 219), on the right when traveling west on Fairfax Road. ",,http://www.hmdb.org/m.asp?m=3946
4420,,"John Brown Fort",,,,,39.32315,-77.72934,,"Harpers Ferry","Jefferson County",West Virginia,"Marker is at the intersection of South Potomac Street and Shenandoah Street (County Route 340/9), on the right when traveling east on South Potomac Street. ",,http://www.hmdb.org/m.asp?m=4420
4545,,"John Powers' Fort",,,"1981","West Virginia Department of Culture and History",39.28173,-80.25787,"409 West Main Street","Bridgeport","Harrison County",West Virginia,"Marker is on West Main Street (U.S. 50), on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=4545
4547,,"Dedicated to the Memory of Thornsbury Bailey Brown",,,"1928","Betsy Ross Tent No. 10<br>West Virginia Department, Daughters of Union Veterans of the Civil War",39.35307,-80.04336,,"Grafton","Taylor County",West Virginia,"Marker is on Pike Street (U.S. 50), on the right when traveling east. ",,http://www.hmdb.org/m.asp?m=4547
4556,,"Fort Edwards",,,,"State of West Virginia",39.29824,-78.43620,,"Capon Bridge","Hampshire County",West Virginia,"Marker is on U.S. 50, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=4556
4623,,"Northwestern Turnpike",,,,"State of West Virginia",39.29730,-78.43277,,"Capon Bridge","Hampshire County",West Virginia,"Marker is on U.S. 50, on the right when traveling west. ",,http://www.hmdb.org/m.asp?m=4623
4851,,"Historic Shepherdstown","Washington Heritage Trail",,,"Historic Sheperdstown, Washington Heritage Trails, and America's Byways",39.43047,-77.80452,"129 East German Street","Shepherdstown","Jefferson County",West Virginia,"Marker is at the intersection of East German Street (State Highway 45) and Princess Street (County Route 230), on the right when traveling west on East German Street. ",,http://www.hmdb.org/m.asp?m=4851
5347,,"General William Darke",,,"1981","West Virginia Department of Culture and History",39.36251,-77.82674,"14 Melvin Rd","Shenandoah Junction","Jefferson County",West Virginia,"Marker is at the intersection of Flowing Springs Road (County Route 17) and County Route 17/2, on the right on Flowing Springs Road. ",,http://www.hmdb.org/m.asp?m=5347
5370,,"Protecting the Supply Lines",,,,,39.31938,-77.76388,,"Bolivar","Jefferson County",West Virginia,"Marker can be reached from Prospect Avenue. ",,http://www.hmdb.org/m.asp?m=5370
5394,,"The First Line of Defense: The Union Skirmish Line","Harpers Ferry National Historical Park","National Park Service, U.S. Department of the Interior",,"National Park Service, U.S. Department of the Interior",39.32284,-77.76653,,"Bolivar","Jefferson County",West Virginia,"Marker can be reached from Bakerton Road (County Route 27), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=5394
5396,,"We Began Firing At Will: The 111th New York Regiment","Harpers Ferry National Historical Park","National Park Service, U.S. Department of the Interior",,"National Park Service, U.S. Department of the Interior",39.32478,-77.76661,,"Bolivar","Jefferson County",West Virginia,"Marker is on Bakerton Road (County Route 27), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=5396
5397,,"A Dangerous Position","Harpers Ferry National Historical Park","National Park Service, U.S. Department of the Interior",,"National Park Service, U.S. Department of the Interior",39.32284,-77.76773,,"Bolivar","Jefferson County",West Virginia,"Marker is on Bakerton Road (County Route 27), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=5397
5398,,"From Skirmish Line to Burial Ground","Harpers Ferry National Historical Park","National Park Service, U.S. Department of the Interior",,"National Park Service, U.S. Department of the Interior",39.32456,-77.76410,,"Bolivar","Jefferson County",West Virginia,"Marker can be reached from Bakerton Road (County Route 27), on the right when traveling north. ",,http://www.hmdb.org/m.asp?m=5398
5863,,"Sheridan Fortifications",,,,,39.31442,-77.76489,"343 Campground Road","Bolivar","Jefferson County",West Virginia,"Marker can be reached from Campground Road. ",,http://www.hmdb.org/m.asp?m=5863
5866,,"Area History",,,,,39.31430,-77.76490,"343 Campground Road","Bolivar","Jefferson County",West Virginia,"Marker can be reached from Campground Road. ",,http://www.hmdb.org/m.asp?m=5866
5872,,"The Abatis",,,,,39.31318,-77.76542,"343 Campground Road","Bolivar","Jefferson County",West Virginia,"Marker can be reached from Campground Road. ",,http://www.hmdb.org/m.asp?m=5872
